,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
2038,obo.DOID_0090019,DOID_0090019,class,Sitosterolemia,sitosterolemia,phytosterolemia sitosterolemia,True
2039,obo.DOID_0090020,DOID_0090020,class,SplitHand-footMalformation,split hand-foot malformation,deformity hand-foot lobster-claw malformation split split-hand,True
2040,obo.DOID_0090021,DOID_0090021,class,SplitHand-footMalformation1,split hand-foot malformation1,hand-foot malformation shfd1 shfm1 split,True
2041,obo.DOID_0090022,DOID_0090022,class,SplitHand-footMalformation5,split hand-foot malformation5,hand-foot malformation shfm5 split,True
2042,obo.DOID_0090023,DOID_0090023,class,SplitHand-footMalformation4,split hand-foot malformation4,hand-foot malformation shfm4 split,True
2043,obo.DOID_0090024,DOID_0090024,class,SplitHand-footMalformation1WithSensorineuralHearingLoss,split hand-foot malformation1 with sensorineural hearing loss,congenital deafness foot hand hand-foot hearing loss malformation sensorineural shfm1d split,True
2044,obo.DOID_0090025,DOID_0090025,class,SplitHand-footMalformation3,split hand-foot malformation3,10q24 chromosome deficiency distal duplication hand-foot limb malformation micrognathia shfm3 split syndrome,True
2045,obo.DOID_0090026,DOID_0090026,class,SplitHand-footMalformation6,split hand-foot malformation6,hand-foot malformation shfm6 split,True
2046,obo.DOID_0090027,DOID_0090027,class,SplitHand-footMalformation2,split hand-foot malformation2,hand-foot malformation shfm2 split,True
2047,obo.DOID_0090028,DOID_0090028,class,FamilialIsolatedDeficiencyOfVitaminE,familial isolated deficiency of vitamin e,ataxia deficiency familial isolate isolated vitamin,True
2048,obo.DOID_0090029,DOID_0090029,class,CincaSyndrome,cinca syndrome,articular chronic cinca cryopyrin-associated cutaneous disease infantile infantile-onset inflammatory iomid multisystem neonatal-onset neurologic neurological nomid periodic prieur-griscelli syndrome,True
2049,obo.DOID_0090030,DOID_0090030,class,Corticosteroid-bindingGlobulinDeficiency,corticosteroid-binding globulin deficiency,cbg corticosteroid-binding deficiency globulin transcortin,True
2050,obo.DOID_0090031,DOID_0090031,class,D-bifunctionalProteinDeficiency,d-bifunctional protein deficiency,d-bifunctional deficiency protein,True
2051,obo.DOID_0090032,DOID_0090032,class,Silverman-handmakerTypeDyssegmentalDysplasia,silverman-handmaker type dyssegmental dysplasia,dysplasia dyssegmental silverman-handmaker type,True
2052,obo.DOID_0090033,DOID_0090033,class,MyoclonicDystonia,myoclonic dystonia,dystonia myoclonic,True
2053,obo.DOID_0090034,DOID_0090034,class,MyoclonicDystonia11,myoclonic dystonia11,dystonia myoclonic,True
2054,obo.DOID_0090035,DOID_0090035,class,MyoclonicDystonia15,myoclonic dystonia15,dystonia myoclonic,True
2055,obo.DOID_0090036,DOID_0090036,class,MyoclonicDystonia26,myoclonic dystonia26,dystonia myoclonic,True
2056,obo.DOID_0090037,DOID_0090037,class,TorsionDystonia13,torsion dystonia13,dystonia torsion,True
2057,obo.DOID_0090038,DOID_0090038,class,TorsionDystonia2,torsion dystonia2,dystonia torsion,True
2058,obo.DOID_0090039,DOID_0090039,class,TorsionDystonia6,torsion dystonia6,dystonia torsion,True
2059,obo.DOID_0090040,DOID_0090040,class,TorsionDystonia7,torsion dystonia7,dystonia torsion,True
2060,obo.DOID_0090041,DOID_0090041,class,TorsionDystonia4,torsion dystonia4,dystonia torsion,True
2061,obo.DOID_0090042,DOID_0090042,class,TorsionDystonia17,torsion dystonia17,dystonia torsion,True
2062,obo.DOID_0090043,DOID_0090043,class,Dystonia5,dystonia5,dystonia,True
2063,obo.DOID_0090044,DOID_0090044,class,Dystonia9,dystonia9,dystonia,True
2064,obo.DOID_0090045,DOID_0090045,class,ChildhoodOnsetGlut1DeficiencySyndrome2,childhood onset glut1 deficiency syndrome2,childhood deficiency glut1 onset syndrome,True
2065,obo.DOID_0090046,DOID_0090046,class,Dystonia21,dystonia21,dystonia,True
2066,obo.DOID_0090047,DOID_0090047,class,ParoxysmalNonkinesigenicDyskinesia2,paroxysmal nonkinesigenic dyskinesia2,dyskinesia nonkinesigenic paroxysmal,True
2067,obo.DOID_0090048,DOID_0090048,class,Dystonia16,dystonia16,dystonia,True
2068,obo.DOID_0090049,DOID_0090049,class,ParoxysmalNonkinesigenicDyskinesia1,paroxysmal nonkinesigenic dyskinesia1,dyskinesia nonkinesigenic paroxysmal,True
2069,obo.DOID_0090050,DOID_0090050,class,Dystonia27,dystonia27,dystonia,True
2070,obo.DOID_0090051,DOID_0090051,class,Dystonia23,dystonia23,dystonia,True
2071,obo.DOID_0090052,DOID_0090052,class,Dystonia24,dystonia24,dystonia,True
2072,obo.DOID_0090053,DOID_0090053,class,EpisodicKinesigenicDyskinesia1,episodic kinesigenic dyskinesia1,dyskinesia episodic kinesigenic,True
2073,obo.DOID_0090054,DOID_0090054,class,EpisodicKinesigenicDyskinesia2,episodic kinesigenic dyskinesia2,dyskinesia episodic kinesigenic,True
2074,obo.DOID_0090055,DOID_0090055,class,Dystonia25,dystonia25,dystonia,True
2075,obo.DOID_0090056,DOID_0090056,class,Dystonia12,dystonia12,dystonia,True
2076,obo.DOID_0090057,DOID_0090057,class,X-linkedDystonia-parkinsonism,x-linked dystonia-parkinsonism,dystonia-parkinsonism x-linked,True
2077,obo.DOID_0090058,DOID_0090058,class,TorsionDystoniaWithOnsetInInfancy,torsion dystonia with onset in infancy,dystonia infancy onset torsion,True
2078,obo.DOID_0090059,DOID_0090059,class,EnhancedS-coneSyndrome,enhanced s-cone syndrome,enhance s-cone syndrome,True
2079,obo.DOID_0090060,DOID_0090060,class,Wolcott-rallisonSyndrome,wolcott-rallison syndrome,syndrome wolcott-rallison,True
2080,obo.DOID_0090061,DOID_0090061,class,FamilialColdAutoinflammatorySyndrome,familial cold autoinflammatory syndrome,autoinflammatory cold familial syndrome,True
2081,obo.DOID_0090062,DOID_0090062,class,FamilialColdAutoinflammatorySyndrome1,familial cold autoinflammatory syndrome1,autoinflammatory cold familial syndrome,True
2082,obo.DOID_0090063,DOID_0090063,class,FamilialColdAutoinflammatorySyndrome2,familial cold autoinflammatory syndrome2,autoinflammatory cold familial fever hereditary nlrp12-associated periodic syndrome,True
2083,obo.DOID_0090064,DOID_0090064,class,FamilialColdAutoinflammatorySyndrome3,familial cold autoinflammatory syndrome3,autoinflammatory cold familial syndrome,True
2084,obo.DOID_0090065,DOID_0090065,class,FamilialColdAutoinflammatorySyndrome4,familial cold autoinflammatory syndrome4,autoinflammatory cold familial syndrome,True
2085,obo.DOID_0090066,DOID_0090066,class,Fanconi-likeSyndrome,fanconi-like syndrome,fanconi-like syndrome,True
2086,obo.DOID_0090067,DOID_0090067,class,FuhrmannSyndrome,fuhrmann syndrome,fuhrmann syndrome,True
2087,obo.DOID_0090068,DOID_0090068,class,GiantAxonalNeuropathy1,giant axonal neuropathy1,axonal giant neuropathy,True
2088,obo.DOID_7319,DOID_7319,class,AxonalNeuropathy,axonal neuropathy,axonal neuropathy,True
2089,obo.DOID_0090069,DOID_0090069,class,GiantAxonalNeuropathy2,giant axonal neuropathy2,axonal giant neuropathy,True
2090,obo.DOID_0090070,DOID_0090070,class,HypogonadotropicHypogonadism,hypogonadotropic hypogonadism,congenital deficiency gonadotropin hypogonadism hypogonadotropic idiopathic isolated,True
2091,obo.DOID_1924,DOID_1924,class,Hypogonadism,hypogonadism,hypogonadism,True
2092,obo.DOID_0090071,DOID_0090071,class,HypogonadotropicHypogonadism11WithWithoutAnosmia,hypogonadotropic hypogonadism11 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2093,obo.DOID_0090072,DOID_0090072,class,HypogonadotropicHypogonadism12WithWithoutAnosmia,hypogonadotropic hypogonadism12 with without anosmia,anosmia deficiency eunuchoidism familial gonadotrpin hypogonadism hypogonadotrophic hypogonadotropic idiopathic without,True
2094,obo.DOID_0090073,DOID_0090073,class,HypogonadotropicHypogonadism13WithWithoutAnosmia,hypogonadotropic hypogonadism13 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2095,obo.DOID_0090074,DOID_0090074,class,HypogonadotropicHypogonadism8WithWithoutAnosmia,hypogonadotropic hypogonadism8 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2096,obo.DOID_0090075,DOID_0090075,class,HypogonadotropicHypogonadism15WithWithoutAnosmia,hypogonadotropic hypogonadism15 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2097,obo.DOID_0090076,DOID_0090076,class,HypogonadotropicHypogonadism18WithWithoutAnosmia,hypogonadotropic hypogonadism18 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2098,obo.DOID_0090077,DOID_0090077,class,HypogonadotropicHypogonadism4WithWithoutAnosmia,hypogonadotropic hypogonadism4 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2099,obo.DOID_0090078,DOID_0090078,class,HypogonadotropicHypogonadism7WithWithoutAnosmia,hypogonadotropic hypogonadism7 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2100,obo.DOID_0090079,DOID_0090079,class,HypogonadotropicHypogonadism17WithWithoutAnosmia,hypogonadotropic hypogonadism17 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2101,obo.DOID_0090080,DOID_0090080,class,HypogonadotropicHypogonadism16WithWithoutAnosmia,hypogonadotropic hypogonadism16 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2102,obo.DOID_0090081,DOID_0090081,class,HypogonadotropicHypogonadism22WithWithoutAnosmia,hypogonadotropic hypogonadism22 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2103,obo.DOID_0090082,DOID_0090082,class,HypogonadotropicHypogonadism20WithWithoutAnosmia,hypogonadotropic hypogonadism20 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2104,obo.DOID_0090083,DOID_0090083,class,HypogonadotropicHypogonadism2WithWithoutAnosmia,hypogonadotropic hypogonadism2 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2105,obo.DOID_0090084,DOID_0090084,class,HypogonadotropicHypogonadism5WithWithoutAnosmia,hypogonadotropic hypogonadism5 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2106,obo.DOID_0090085,DOID_0090085,class,HypogonadotropicHypogonadism9WithWithoutAnosmia,hypogonadotropic hypogonadism9 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2107,obo.DOID_0090086,DOID_0090086,class,HypogonadotropicHypogonadism6WithWithoutAnosmia,hypogonadotropic hypogonadism6 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2108,obo.DOID_0090087,DOID_0090087,class,HypogonadotropicHypogonadism14WithWithoutAnosmia,hypogonadotropic hypogonadism14 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2109,obo.DOID_0090088,DOID_0090088,class,HypogonadotropicHypogonadism24WithoutAnosmia,hypogonadotropic hypogonadism24 without anosmia,anosmia deficiency follicle-stimulating hormone hypogonadism hypogonadotropic isolate without,True
2110,obo.DOID_0090089,DOID_0090089,class,HypogonadotropicHypogonadism10WithWithoutAnosmia,hypogonadotropic hypogonadism10 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2111,obo.DOID_0090090,DOID_0090090,class,HypogonadotropicHypogonadism19WithWithoutAnosmia,hypogonadotropic hypogonadism19 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2112,obo.DOID_0090091,DOID_0090091,class,HypogonadotropicHypogonadism23WithWithoutAnosmia,hypogonadotropic hypogonadism23 with without anosmia,anosmia beta cell deficiency development disorder dsd due eunuch fertile hormone hypogonadism hypogonadotropic hypoplasia leydig lhb luteinizing pasqualini sex subunit syndrome without xy,True
2113,obo.DOID_0090092,DOID_0090092,class,HypogonadotropicHypogonadism3WithWithoutAnosmia,hypogonadotropic hypogonadism3 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2114,obo.DOID_0090093,DOID_0090093,class,HypogonadotropicHypogonadism21WithWithoutAnosmia,hypogonadotropic hypogonadism21 with without anosmia,anosmia hypogonadism hypogonadotropic without,True
2115,obo.DOID_0090094,DOID_0090094,class,HypogonadotropicHypogonadism1WithWithoutAnosmia,hypogonadotropic hypogonadism1 with without anosmia,anosmia de dysplasia hypogonadism hypogonadotropic morsier olfactogenitalis without,True
2116,obo.DOID_0090100,DOID_0090100,class,OcularAlbinismWithSensorineuralDeafness,ocular albinism with sensorineural deafness,albinism autosomal deafness digenic ocular recessive sensorineural syndrome type waardenburg ws2-oa,True
2117,obo.DOID_0090101,DOID_0090101,class,LethalCongenitalGlycogenStorageDiseaseOfHeart,lethal congenital glycogen storage disease of heart,cardiac cardiomyopathy congenital deficiency disease due fatal glycogen glycogenosis gsd heart hypertrophic kinase lethal nonlysosomal phosphorylase storage,True
2118,obo.DOID_0090102,DOID_0090102,class,AutosomalDominantMacrothrombocytopeniaTubb1-related,autosomal dominant macrothrombocytopenia tubb1-related,autosomal dominant macrothrombocytopenia tubb1-related,True
2119,obo.DOID_1588,DOID_1588,class,Thrombocytopenia,thrombocytopenia,thrombocytopenia,True
2120,obo.DOID_0090103,DOID_0090103,class,HuntingtonDisease-like1,huntington disease-like1,autosomal disease disease-like disorder dominant early-onset feature hdl1 hln1 huntington huntington-like neurodegenerative prion prominent psychiatric,True
2121,obo.DOID_0090104,DOID_0090104,class,HuntingtonDisease-like2,huntington disease-like2,disease-like hdl2 huntington,True
2122,obo.DOID_0090105,DOID_0090105,class,AutosomalRecessiveHypercholesterolemia,autosomal recessive hypercholesterolemia,arh arh1 arh2 autosomal familial fhcb1 fhcb2 hypercholesterolemia recessive,True
2123,obo.DOID_13810,DOID_13810,class,FamilialHypercholesterolemia,familial hypercholesterolemia,familial hyperbetalipoproteinemia hypercholesterolemia,True
2124,obo.DOID_0090106,DOID_0090106,class,Bh4-deficientHyperphenylalaninemiaA,bh4-deficient hyperphenylalaninemia a,6-pyruvoyl-tetrahydropterin 6-pyruvoyltetrahydropterin bh4-deficient deficiency due hpabh4a hyperphenylalaninemia pt synthase tetrahydobioperin-deficient,True
2125,obo.DOID_0090107,DOID_0090107,class,AutosomalDominantHypocalcemia1,autosomal dominant hypocalcemia1,autosomal dominant hypoc1 hypocalcemia,True
2126,obo.DOID_0090109,DOID_0090109,class,AutosomalDominantHypocalcemia,autosomal dominant hypocalcemia,autosomal dominant hypoc hypocalcemia,True
2127,obo.DOID_0090108,DOID_0090108,class,AutosomalDominantHypocalcemia2,autosomal dominant hypocalcemia2,autosomal dominant hypoc2 hypocalcemia,True
2128,obo.DOID_10575,DOID_10575,class,CalciumMetabolismDisease,calcium metabolism disease,calcium disease metabolism,True
2129,obo.DOID_0090110,DOID_0090110,class,ImmuneDysregulation-polyendocrinopathy-enteropathy-x-linkedSyndrome,immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome,autoimmune autoimmunity-allergic autoimmunity-immunodeficiency congenital diabetes diarrhea dmsd dysregulation dysregulation-polyendocrinopathy-enteropathy-x-linked enteropathy fatal iddm-secretory immune immunodeficiency immunodysregulation infection insulin-dependent ipex mellitus polyendocrinopathy secretory syndrome type x-linked xlaad xpid,True
2130,obo.DOID_0090111,DOID_0090111,class,PcwhSyndrome,pcwh syndrome,central demyelinate disease disease-waardenburg dysmyelinating dysmyelination hirschsprung leukodystrophy-hirschsprung neurologic neuropathy neuropathy-central pcwh peripheral syndrome waardenburg waardenburg-shah,True
2131,obo.DOID_0090112,DOID_0090112,class,Nasu-hakolaDisease,nasu-hakola disease,bone brain-bone-fat cyst dementia disease leukoencephalopathy lipomembranous nasu-hakola nhd osteodysplasia plo-sl plosl polycystic presenile progressive sclerosing,True
2132,obo.DOID_0090113,DOID_0090113,class,RiddleSyndrome,riddle syndrome,deficiency difficulty features-learning radiosensitivity-immunodeficiency-dysmorphic riddle rnf168 syndrome,True
2133,obo.DOID_0090114,DOID_0090114,class,"""sorsbysFundusDystrophy""","""sorsbys fundus dystrophy""",dystrophy fundus hemorrhagic macular pseudoinflammatory sfd sorsby,True
2134,obo.DOID_8500,DOID_8500,class,HereditaryRetinalDystrophy,hereditary retinal dystrophy,dystrophy hereditary retinal,True
2135,obo.DOID_0090115,DOID_0090115,class,SpinocerebellarAtaxiaType1WithAxonalNeuropathy,spinocerebellar ataxia type1 with axonal neuropathy,ataxia autosomal axonal neuropathy recessive scan1 spinocerebellar type,True
2136,obo.DOID_0090116,DOID_0090116,class,SpondylocarpotarsalSynostosisSyndrome,spondylocarpotarsal synostosis syndrome,bar carpal coalition congenital fusion scoliosis sct spondylocarpotarsal syndrome synostosis synspondylism unilateral unsegmented vertebral,True
2137,obo.DOID_0090117,DOID_0090117,class,Thiamine-responsiveMegaloblasticAnemiaSyndrome,thiamine-responsive megaloblastic anemia syndrome,anemia deafness diabetes dysfunction megaloblastic mellitus metabolism myelodysplasia rogers sensorineural syndrome thiamine thiamine-responsive thmd1 trma type,True
2138,obo.DOID_0090118,DOID_0090118,class,CongenitalAmegakaryocyticThrombocytopenia,congenital amegakaryocytic thrombocytopenia,amegakaryocytic camt congenital purpura thrombocytopenia thrombocytopenic,True
2139,obo.DOID_0090119,DOID_0090119,class,Ankyloblepharon-ectodermalDefects-cleftLip/palateSyndrome,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,aec ankyloblepharon-ectodermal defects-cleft hay-wells lip palate syndrome,True
