,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
3613,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40153,C40153,class,EndometrialMixedCellAdenocarcinoma,endometrial mixed cell adenocarcinoma,adenocarcinoma carcinoma cell endometrial epithelial mixed neoplastic process,True
3614,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9005,C9005,class,MalignantPancreaticNeoplasm,malignant pancreatic neoplasm,malignant neoplasm neoplastic pancreas pancreatic process,True
3615,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3773,C3773,class,NeuroendocrineCarcinoma,neuroendocrine carcinoma,cancer carcinoma nec neoplastic neuroendocrine no process,True
3616,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4580,C4580,class,MalignantChestWallNeoplasm,malignant chest wall neoplasm,chest malignant neoplasm neoplastic process tumor wall,True
3617,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C38698,C38698,class,Hyperviscosity,hyperviscosity,blood hyperviscosity laboratory result test,False
3618,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7007,C7007,class,CentralNervousSystemHemangioblastoma,central nervous system hemangioblastoma,capillary central cns hemangioblastoma neoplastic nervous process system,True
3619,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5147,C5147,class,BrainStemHemangioblastoma,brain stem hemangioblastoma,angioblastoma brain brainstem capillary hemangioblastoma neoplastic process stem,True
3620,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C51150,C51150,class,FlcnGeneMutation,flcn gene mutation,bhd birt birt-hogg-dube birt-hogg-dubé cell dube dubé dysfunction flcn folliculin gene hogg molecular mutation,False
3621,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C28244,C28244,class,Birt-hogg-dubeSyndrome,birt-hogg-dube syndrome,birt-hogg-dube disease syndrome,True
3622,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C63514,C63514,class,FlcnGene,flcn gene,flcn folliculin gene genome,False
3623,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C2974,C2974,class,PapillaryCystadenoma,papillary cystadenoma,benign cystadenoma neoplastic papillary process,True
3624,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C28193,C28193,class,Syndrome,syndrome,disease syndrome,False
3625,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36849,C36849,class,NeoplasticEpithelialSpindleCell,neoplastic epithelial spindle cell,cell epithelial neoplastic spindle,False
3626,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3502,C3502,class,ThyroidGlandFollicularAdenoma,thyroid gland follicular adenoma,adenoma benign cell follicular gland neoplastic process thyroid,True
3627,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3646,C3646,class,NeoplasmOfUncertainMalignantPotential,neoplasm of uncertain malignant potential,borderline low malignancy malignant neoplasm neoplastic potential process uncertain,True
3628,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8567,C8567,class,VisualPathwayGlioma,visual pathway glioma,glioma neoplastic optic pathway process visual,True
3629,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C35880,C35880,class,BlastCellsPresent,blast cells present,blast cell circulate laboratory present result test,False
3630,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4047,C4047,class,PilocyticAstrocytoma,pilocytic astrocytoma,astrocytic astrocytoma grade neoplasm neoplastic pilocytic process tumor,True
3631,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C60780,C60780,class,BrainAstrocytoma,brain astrocytoma,astrocytoma brain neoplastic process,True
3632,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6284,C6284,class,BrainGerminoma,brain germinoma,brain germinoma neoplastic process,True
3633,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C61543,C61543,class,MalignantHobnailCell,malignant hobnail cell,cell hobnail malignant,False
3634,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7992,C7992,class,NasopharyngealKeratinizingSquamousCellCarcinoma,nasopharyngeal keratinizing squamous cell carcinoma,carcinoma cell epidermoid keratinize nasopharyngeal nasopharynx neoplastic process squamous,True
3635,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8023,C8023,class,NasopharyngealUndifferentiatedCarcinoma,nasopharyngeal undifferentiated carcinoma,cancer carcinoma lymphoepithelial lymphoepithelioma nasopharyngeal nasopharynx neoplastic nonkeratinizing process throat undifferentiated,True
3636,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8990,C8990,class,OralCavityCarcinoma,oral cavity carcinoma,cancer carcinoma cavity mouth neoplastic oral process,True
3637,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3490,C3490,class,LipCarcinoma,lip carcinoma,cancer carcinoma lip neoplastic process,True
3638,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8179,C8179,class,OralCavityAdenoidCysticCarcinoma,oral cavity adenoid cystic carcinoma,adenoid cancer carcinoma cavity cystic mouth neoplastic oral process,True
3639,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8177,C8177,class,OralCavityMucoepidermoidCarcinoma,oral cavity mucoepidermoid carcinoma,cancer carcinoma cavity mucoepidermoid neoplastic oral process,True
3640,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4042,C4042,class,LipSquamousCellCarcinoma,lip squamous cell carcinoma,carcinoma cell lip neoplastic process scc squamous,True
3641,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7203,C7203,class,BlasticPlasmacytoidDendriticCellNeoplasm,blastic plasmacytoid dendritic cell neoplasm,agranular blastic bpdcn cd4+ cd56+ cell dendritic hematodermic killer leukemia lymphoma monomorphic natural neoplasm neoplastic nk-cell plasmacytoid process tumor,True
3642,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C24689,C24689,class,PpargGene,pparg gene,gamma gene genome peroxisome pparg proliferator-activated receptor,False
3643,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C95480,C95480,class,Creb3l2Gene,creb3l2 gene,3-like bind camp creb3l2 element gene genome protein responsive,False
3644,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7625,C7625,class,LocalizedCarcinoma,localized carcinoma,carcinoma localize neoplastic primary process,True
3645,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C35999,C35999,class,MucoidStromaFormation,mucoid stroma formation,find formation mucinous mucoid stroma,False
3646,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8933,C8933,class,MetastaticPancreaticAdenocarcinoma,metastatic pancreatic adenocarcinoma,adenocarcinoma metastatic neoplastic pancreatic process,True
3647,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3750,C3750,class,AlveolarSoftPartSarcoma,alveolar soft part sarcoma,alveolar asp neoplastic part process sarcoma soft soft-part,True
3648,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9345,C9345,class,MalignantTongueNeoplasm,malignant tongue neoplasm,malignant neoplasm neoplastic process stage tongue tumor unspecified,True
3649,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6095,C6095,class,OrbitSarcoma,orbit sarcoma,neoplastic orbit orbital process sarcoma,True
3650,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4669,C4669,class,BladderSarcoma,bladder sarcoma,bladder neoplastic process sarcoma urinary,True
3651,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5495,C5495,class,ColonSarcoma,colon sarcoma,colon colonic neoplastic process sarcoma,True
3652,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3525,C3525,class,MalignantParotidGlandNeoplasm,malignant parotid gland neoplasm,cancer gland malignant neoplasm neoplastic parotid process tumor,True
3653,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5983,C5983,class,MajorSalivaryGlandSarcoma,major salivary gland sarcoma,gland major neoplastic process salivary sarcoma,True
3654,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3560,C3560,class,MalignantScrotalNeoplasm,malignant scrotal neoplasm,malignant neoplasm neoplastic process scrotal scrotum tumor,True
3655,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8945,C8945,class,MetastaticProstateAdenocarcinoma,metastatic prostate adenocarcinoma,adenocarcinoma metastatic neoplastic process prostate prostatic,True
3656,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3628,C3628,class,BenignThyroidGlandNeoplasm,benign thyroid gland neoplasm,benign gland neoplasm neoplastic no process thyroid tumor,True
3657,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C41430,C41430,class,PeripheralNerveSchwannoma,peripheral nerve schwannoma,neoplastic nerve peripheral process schwannoma,True
3658,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6041,C6041,class,ThyroidGlandSarcoma,thyroid gland sarcoma,gland neoplastic process sarcoma thyroid,True
3659,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7389,C7389,class,BenignVascularNeoplasm,benign vascular neoplasm,benign neoplasm neoplastic process tumor vascular,True
3660,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3086,C3086,class,CavernousHemangioma,cavernous hemangioma,angioma cavernoma cavernous hemangioma neoplastic process,True
3661,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8965,C8965,class,Lymphangioma,lymphangioma,benign capillary lymphangioma neoplastic no process,True
3662,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6044,C6044,class,ThyroidGlandNon-hodgkinLymphoma,thyroid gland non-hodgkin lymphoma,gland lymphoma neoplastic non-hodgkin primary process thyroid,True
3663,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C54109,C54109,class,"Undifferentiated""fetal-type""TissuesPresent","undifferentiated""fetal-type"" tissues present",fetal-type find present tissue undifferentiated,False
3664,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3915,C3915,class,SmallCellNeuroendocrineCarcinoma,small cell neuroendocrine carcinoma,cancer carcinoma cell nec neoplastic neuroendocrine no oat process small,True
3665,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9087,C9087,class,KaposiSarcoma,kaposi sarcoma,hemorrhagic kaposi multiple neoplastic process sarcoma,True
3666,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3263,C3263,class,NeoplasmBySite,neoplasm by site,neoplasm neoplastic process site,True
3667,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3677,C3677,class,BenignNeoplasm,benign neoplasm,benign neoplasm neoplastic process tumor unclassifiable,True
3668,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27721,C27721,class,DigestiveSystemNeuroendocrineNeoplasm,digestive system neuroendocrine neoplasm,digestive gastroenteropancreatic gastrointestinal neoplasm neoplastic neuroendocrine process system,True
3669,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5169,C5169,class,BreastNeuroendocrineNeoplasm,breast neuroendocrine neoplasm,breast endocrine neoplasm neoplastic neuroendocrine process,True
3670,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27551,C27551,class,DisorderBySite,disorder by site,disease disorder site syndrome,False
3671,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C53531,C53531,class,Non-neoplasticDisorderBySite,non-neoplastic disorder by site,disease disorder non-neoplastic site syndrome,False
3672,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C95884,C95884,class,GastricNeuroendocrineCarcinoma,gastric neuroendocrine carcinoma,cancer carcinoma gastric nec neoplastic neuroendocrine process stomach,True
3673,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C95885,C95885,class,GastricLargeCellNeuroendocrineCarcinoma,gastric large cell neuroendocrine carcinoma,carcinoma cell gastric large neoplastic neuroendocrine process,True
3674,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6764,C6764,class,GastricSmallCellNeuroendocrineCarcinoma,gastric small cell neuroendocrine carcinoma,carcinoma cell gastric neoplastic neuroendocrine oat process small stomach,True
3675,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C96064,C96064,class,SmallIntestinalNeuroendocrineCarcinoma,small intestinal neuroendocrine carcinoma,cancer carcinoma differentiate endocrine grade high intestinal nec neoplastic neuroendocrine poorly process small,True
3676,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27449,C27449,class,SmallIntestinalSmallCellNeuroendocrineCarcinoma,small intestinal small cell neuroendocrine carcinoma,carcinoma cell intestinal neoplastic neuroendocrine process small,True
3677,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C96065,C96065,class,SmallIntestinalLargeCellNeuroendocrineCarcinoma,small intestinal large cell neuroendocrine carcinoma,carcinoma cell intestinal large neoplastic neuroendocrine process small,True
3678,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9496,C9496,class,T-cell/histiocyte-richLargeB-cellLymphoma,t-cell/histiocyte-rich large b-cell lymphoma,b-cell histiocyte histiocyte-rich large lymphoma neoplastic process rich t-cell thrlbcl,True
3679,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C49767,C49767,class,MarginalZone,marginal zone,marginal tissue zone,False
3680,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7337,C7337,class,PeritonealretroperitonealNeoplasm,peritonealretroperitoneal neoplasm,neoplasm neoplastic peritoneal process retroperitoneal tumor,True
3681,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7463,C7463,class,AcuteMyelomonocyticLeukemia,acute myelomonocytic leukemia,acute amml fab leukemia m4 myeloid myelomonocytic neoplastic process type,True
3682,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C82403,C82403,class,AcuteMyeloidLeukemiaWithT9;11p21.3;q23.3;Mllt3-mll,acute myeloid leukemia with t9;11p21.3;q23.3; mllt3-mll,-kmt2a acute af9 aml kmt2a-mllt3 leukemia mllt3 mllt3-kmt2a mllt3-mll myeloid neoplastic p21.3 p22 p22.3 process q23 q23.3 q33,True
