,SrcEntity,TgtEntity,SrcLabel,TgtLabel,label
1592,C6606,DOID_4525,mediastinal mediastinum neoplastic process sarcoma,angiosarcoma mediastinum,0
1593,C6888,DOID_4554,b2 cell cortical neoplastic no polygonal process thymoma type,thymoma type,0
1594,C118764,DOID_5614,amblyopia disease eye lazy syndrome,disease eye,0
1595,C45745,DOID_9408,arachnocytosis cardiac cardiomyopathy cell congenital disease hamartoma histiocytoid infantile isolated lipidosis myocardial myocardium oncocytic purkinje syndrome xanthomatous,acute infarction myocardial,0
1596,C5549,DOID_5297,leiomyosarcoma of the rectum,leiomyosarcoma rectum,1
1597,C3980,DOID_0060155,disease epilepsy syndrome visual,agnosia visual,0
1598,C99041,DOID_2388,agenesis disease renal syndrome,artery disease renal vascular,0
1599,C5440,DOID_12969,leukemia of the central nervous system,central leukemia nervous system,1
1600,C5492,DOID_10656,leiomyoma of the colon,colon leiomyoma,1
1601,C4376,DOID_1382,disease failure insufficiency kidney renal syndrome,miliaria,0
1602,C3512,DOID_3910,neoplastic process,adenocarcinoma bronchogenic cell lung nonsmall,1
1603,C3388,DOID_10808,disease gastric syndrome ulcer,acute gastric ulcer with hemorrhage and with perforation but without obstruction,1
1604,C54287,DOID_4003,carcinoma cell cylindrical neoplastic non keratinizing process ringertz schneiderian sinonasal squamous transitional,carcinoma schneiderian,1
1605,C9335,DOID_1612,malignant tumor of breast,breast cancer malignant mammary neoplasm primary,1
1606,C4816,DOID_2916,dermatitis disease photodermatitis photosensitive photosensitivity reaction syndrome,disease hypersensitivity iv reaction type,0
1607,C34382,DOID_8955,anemia disease megaloblastic syndrome,anemia sideroblastic,0
1608,C62545,DOID_4331,burn disease dysesthesia mouth oral syndrome,burning mouth syndrome,1
1609,C27143,DOID_6024,disease ige immunodeficiency selective syndrome,deficiency disease ige selective,1
1610,C27399,DOID_7788,adult spinal cord ependymoma,adult cord ependymoma spinal,1
1611,C50486,DOID_3526,cerebral infarction,cerebral infarction,1
1612,C4787,DOID_0050624,benign gastrointestinal system tumor,benign gastrointestinal neoplasm system,1
1613,C3867,DOID_1963,carcinoma of the fallopian tube,carcinoma fallopian tube,1
1614,C3868,DOID_9253,gastrointestinal stromal tumor nos,gastrointestinal stromal tumor,1
1615,C38011,DOID_3127,proctitis,proctitis,1
1616,C6548,DOID_6229,childhood mature neoplastic ovarian ovary pediatric process teratoma,childhood mature ovary teratoma,1
1617,C3716,DOID_171,pnet nos,neuroectodermal tumor,1
1618,C5396,DOID_490,angioma bone epithelioid hemangioma neoplastic osseous process,hemangioma lung,0
1619,C39812,DOID_7334,adenofibroma metanephric neoplastic nephrogenic process,adenoma nephrogenic,0
1620,C53482,DOID_8469,disease flu influenza syndrome,flu,1
1621,C3308,DOID_4163,neoplasm neoplastic no paraganglioma paraganglion paraganglionic process tumor,ganglioneuroblastoma,0
1622,C6606,DOID_1039,mediastinal mediastinum neoplastic process sarcoma,leukemia prolymphocytic,0
1623,C27849,DOID_6865,adenocarcinoma corpus endometrial endometrioid neoplastic oxyphilic process uterine,adenocarcinoma endometrial endometrioid oxyphilic,1
1624,C3744,DOID_1618,fibroadenoma of the breast,breast fibroadenoma juvenile,1
1625,C34382,DOID_13382,anemia disease megaloblastic syndrome,rh mga1,1
1626,C26710,DOID_12375,disease or syndrome,bronchial bronchopneumonia lobular pneumonia,1
1627,C35196,DOID_11190,disease or syndrome,conjunctivitis pseudomembranous,1
1628,C3308,DOID_14075,neoplasm neoplastic no paraganglioma paraganglion paraganglionic process tumor,ganglionitis geniculate,0
1629,C35079,DOID_3225,tracheal disease,disease tracheal,1
1630,C4641,DOID_319,astrocytoma cord neoplastic process spinal,cord disease spinal,0
1631,C4642,DOID_3073,astrocytic brain glioblastoma grade iv multiforme neoplasm neoplastic process tumor,brain glioblastoma multiforme,1
1632,C5061,DOID_732,neoplastic papilloma process urethral urothelial,disease urethral,0
1633,C84646,DOID_1338,disease or syndrome,anemia congenital dyserythropoietic,1
1634,C3188,DOID_4756,cell interstitial leydig neoplasm neoplastic process tumor,cell leydig testicular tumor,0
1635,C84883,DOID_992,disease fever hemorrhagic marburg syndrome virus,fever hemorrhagic omsk,0
1636,C4793,DOID_10657,colon colonic lymphoma neoplastic primary process,colon colonic lymphangioma,0
1637,C35264,DOID_4776,disease glomerulonephritis progressive rapidly rpgn syndrome,glomerulonephritis progressive rapidly,1
1638,C35620,DOID_9123,herpes simplex dermatitis,dermatitis eczema eyelid herpes herpeticum simplex virus,1
1639,C34373,DOID_332,al amyotrophic disease gehrig lateral lou sclerosis syndrome,lou gehrigs disease,1
1640,C38011,DOID_3127,disease or syndrome,proctitis,1
1641,C84270,DOID_0080164,myeloid lymphoid neoplasms with eosinophilia and gene rearrangement,abnormality alpha beta eosinophilia factor fgfr1 fibroblast group growth hematologic lymphoid myeloid neoplasm neoplasms pcm1 jak2 pdgfra pdgfrb platelet derived rearrangement receptor receptor 1,1
1642,C84926,DOID_8068,disease neuroacanthocytosis syndrome,breast intraductal myoepitheliosis,0
1643,C5532,DOID_3165,benign neoplasm neoplastic phyllode process prostate tumor,benign neoplasm skin,0
1644,C9477,DOID_3078,high grade astrocytoma,anaplastic astrocytoma grade iii,1
1645,C5364,DOID_5261,cardiac heart leiomyosarcoma neoplastic process,heart leiomyosarcoma,1
1646,C84795,DOID_2566,corneal disease dystrophy epithelial juvenile meesmann syndrome,corneal dystrophy,0
1647,C4967,DOID_5604,adult precursor lymphoblastic leukemia,acute adult leukemia lymphocytic,1
1648,C5973,DOID_7763,cancer carcinoma neoplastic process supraglottic supraglottis throat,carcinoma supraglottis,1
1649,C84883,DOID_11787,disease fever hemorrhagic marburg syndrome virus,chronic congestive splenomegaly,0
1650,C5846,DOID_13576,adenocarcinoma bile carcinoma colloid colloidal duct extrahepatic mucinous neoplastic process,syndrome transfusion twin to twin,0
1651,C5130,DOID_4877,mammary adenocystic carcinoma,adenoid breast carcinoma cystic,1
1652,C27204,DOID_1575,rheumatism,disease rheumatic,1
1653,C4577,DOID_6291,cancer cerebral cerebrum hemisphere hemispheric malignant neoplasm neoplastic process tumor,cerebral hemisphere lipoma,0
1654,C34848,DOID_4964,neurosis,depression disorder neurotic reactive,1
1655,C98877,DOID_12270,coloboma disease eye syndrome,congenital ocular coloboma,1
1656,C7729,DOID_5518,epidermoid cell carcinoma of the penis,carcinoma cell penis squamous,1
1657,C4131,DOID_5016,cancer carcinoma cell fibrolamellar fibrous flc hepatocellular liver neoplastic oncocytic polygonal process stroma tumor type,carcinoma cell clear hepatocellular,0
1658,C84686,DOID_3642,empty sella,empty sella syndrome,1
1659,C40387,DOID_7520,breast intraductal myoepitheliosis neoplastic process,breast myoepitheliosis periductal,0
1660,C98640,DOID_14250,disease syndrome tyrosinemia,syndrome,0
1661,C4341,DOID_10441,b cell lymphoma marginal mzbcl mzl neoplastic no process zone,corneal marginal ulcer,0
1662,C2860,DOID_1786,adrenal rest tumor,adrenal rest tumor,1
1663,C61269,DOID_14504,cholesterol disease lipidosis niemann pick sphingomyelin syndrome,niemann pick disease type a,1
1664,C2952,DOID_8577,ulcerative colitis,colitis ulcerative,1
1665,C3099,DOID_686,hcc,carcinoma liver,1
1666,C34741,DOID_12308,chronic disease dubin johnson idiopathic jaundice syndrome,chronic idiopathic jaundice,1
1667,C85005,DOID_906,peroxisomal disorder,disease peroxisomal,1
1668,C35089,DOID_13258,typhoid fever,fever typhoid,1
1669,C5846,DOID_3698,mucinous extrahepatic bile duct adenocarcinoma,adenocarcinoma bile duct mucinous,1
1670,C112200,DOID_0060839,disease effluvium syndrome telogen,isolate mcop2 microphthalmia,0
1671,C27332,DOID_1602,disease lymphadenitis postauricular syndrome,acute adenitis chronic lymphadenitis,0
1672,C5846,DOID_3698,colloid bile duct carcinoma,adenocarcinoma bile duct mucinous,1
1673,C4787,DOID_0050624,benign digestive gastrointestinal gi neoplasm neoplastic process system tumor,gastrointestinal system benign neoplasm,1
1674,C7376,DOID_7474,malignant mesothelioma of the pleura,malignant mesothelioma pleural,1
1675,C9011,DOID_5566,benign cyst cystic dermoid mature neoplastic no process subcutaneous teratoma tumor,mature teratoma,0
1676,C7910,DOID_5396,prolactin secreting tumor of pituitary,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
1677,C3716,DOID_171,neoplastic process,neuroectodermal tumor,1
1678,C34479,DOID_14248,chronic disease rhinitis syndrome,atticoantral chronic disease,0
1679,C4967,DOID_9952,acute adult leukemia lymphoblastic lymphocytic lymphogenous lymphoid neoplastic precursor process,acute leukemia lymphoblastic lymphocytic,0
1680,C27019,DOID_0060087,disease disorder male reproductive syndrome system,benign male neoplasm organ reproductive,0
1681,C35558,DOID_10864,carcinoma cell gland neoplastic papillary process tall thyroid variant,palsy partial third nerve,0
1682,C9055,DOID_3999,bartholin cancer carcinoma gland neoplastic process,bartholin carcinoma gland,1
1683,C3398,DOID_2664,tumor of the sweat gland,gland neoplasm sweat,1
1684,C7986,DOID_3479,cell intraocular melanoma neoplastic process spindle uvea uveal,cancer malignant neoplasm uvea uveal,0
1685,C27287,DOID_5480,adenofibroma adenoma endometrioid neoplastic no ovarian process,ovarian endometrioid adenofibroma,1
1686,C6848,DOID_4892,middle ear adenocarcinoma,adenocarcinoma ear middle,1
1687,C7004,DOID_501,hemangioma of the central nervous system,central hemangioma nervous system,1
1688,C6166,DOID_4013,neoplastic process,carcinoma cell transitional urethra,1
1689,C5549,DOID_5297,leiomyosarcoma neoplastic process rectal rectum,leiomyosarcoma rectum,1
1690,C6383,DOID_3740,carcinoma neoplastic process verrucous vulva vulvar,carcinoma verrucous vulva,1
1691,C84578,DOID_898,autosomal disease dominant kidney polycystic syndrome,autosomal dominant polycystic kidney disease,1
1692,C5061,DOID_2140,neoplastic process,papilloma urethral urothelial,1
1693,C5152,DOID_14152,cord neoplastic process sarcoma spinal,cord sarcoma spinal,1
1694,C121932,DOID_4305,giant cell tumor of bone nos,bone cell giant tumor,1
1695,C112200,DOID_1943,disease or syndrome,effluvium telogen,1
1696,C6383,DOID_3740,neoplastic process,carcinoma verrucous vulva,1
1697,C34436,DOID_14522,arterial branch disease occlusion retinal syndrome,arterial occlusion partial retinal,0
1698,C6840,DOID_7868,maxillary sinus inverted papilloma,invert maxillary papilloma sinus,1
1699,C3945,DOID_4702,mongolian macula,mongolian spot,1
1700,C4967,DOID_5602,acute adult leukemia lymphoblastic lymphocytic lymphogenous lymphoid neoplastic precursor process,acute adult leukemia lymphocytic t cell,0
1701,C79484,DOID_5169,disease erythema johnson major multiforme stevens stevens johnson syndrome,endometrioid ovarian sarcoma stromal,0
1702,C35123,DOID_13095,artery disease syndrome vertebral,artery insufficiency vertebral,1
1703,C6143,DOID_11360,adenocarcinoma kidney neoplastic pelvis process renal,fever pappataci phlebotomus,0
1704,C6143,DOID_4918,adenocarcinoma of kidney pelvis,adenocarcinoma pelvis renal,1
1705,C6744,DOID_8012,mature pericardial teratoma,benign pericardial teratoma,1
1706,C45745,DOID_0050700,arachnocytosis cardiac cardiomyopathy cell congenital disease hamartoma histiocytoid infantile isolated lipidosis myocardial myocardium oncocytic purkinje syndrome xanthomatous,cardiomyopathy,0
1707,C3099,DOID_686,liver cell cancer hepatocellular carcinoma,carcinoma liver,1
1708,C4341,DOID_0050746,b cell lymphoma marginal mzbcl mzl neoplastic no process zone,cell lymphoma mantle,0
1709,C3153,DOID_8352,krukenberg neoplasm neoplastic process tumor,aortic malignant neoplasm tumor,0
1710,C6143,DOID_4918,adenocarcinoma kidney neoplastic pelvis process renal,renal pelvis adenocarcinoma,1
1711,C78649,DOID_5644,disease disorder syndrome tricuspid valve,prolapse tricuspid valve,0
1712,C6166,DOID_4013,cancer carcinoma cell neoplastic process transitional urethra urethral urothelial,urethra transitional cell carcinoma,1
1713,C60989,DOID_0110668,disease gravis myasthenia syndrome,cm cms10 cms1b congenital familial ib lgm limb girdle myasthenia myasthenic syndrome type,0
1714,C85035,DOID_9428,cerebri disease hypertension idiopathic intracranial pseudotumor syndrome,hypertension intracranial,0
1715,C6903,DOID_7497,ependymoma neoplastic process tanycytic,brain ependymoma,0
1716,C92727,DOID_0050741,alcohol arbd birth defect disease related syndrome,alcohol alcoholism dependence,0
1717,C123262,DOID_0060701,benign disease familial hypercalcemia hypocalciuric syndrome,familial fhh hhc2 hypercalcemia hypocalciuric ii type,0
1718,C84652,DOID_0050469,costello syndrome,costello faciocutaneoskeletal fcs syndrome,1
1719,C3009,DOID_28,endocrine disorder,disease endocrine system,1
1720,C99100,DOID_14705,abnormality acrocephalosyndactyly congenital noack pfeiffer syndrome type,acrocephalosyndactylia pfeiffer syndrome type,1
1721,C6507,DOID_3381,alt atypical differentiate lipomatous liposarcoma neoplastic process sclerosing tumor wdlps well well differentiated,bone liposarcoma,0
1722,C78649,DOID_0050826,disease disorder syndrome tricuspid valve,rheumatic tricuspid valve disease,1
1723,C5364,DOID_5261,leiomyosarcoma of the heart,heart leiomyosarcoma,1
1724,C4907,DOID_11516,hypertensive cardiomegaly,disease heart hypertensive,1
1725,C60641,DOID_5629,carcinoma colon medullary neoplastic process,adenosquamous carcinoma colon,0
1726,C4558,DOID_6043,body ciliary malignant melanoma neoplastic process,body cell ciliary melanoma spindle,0
1727,C5846,DOID_3698,bile duct mucinous adenocarcinoma,adenocarcinoma bile duct mucinous,1
1728,C39885,DOID_7246,acinar adenocarcinoma lymphoepithelioma like neoplastic process prostate variant,lymphoepithelioma like variant acinar prostate adenocarcinoma,1
1729,C6346,DOID_8991,adenoid cancer carcinoma cervical cervix cystic neoplastic process uteri uterine uterus,carcinoma cervix situ uteri,0
1730,C5846,DOID_3698,colloidal carcinoma of bile duct,adenocarcinoma bile duct mucinous,1
1731,C9423,DOID_7081,small cell and squamous cell lung carcinoma,cancer carcinoma cell combine large lung mix small squamous,1
1732,C6846,DOID_6203,hyalinizing trabecular tumor,adenoma hyalinizing thyroid trabecular,1
1733,C85028,DOID_678,disease palsy progressive steele richardson olszewski supranuclear syndrome,progressive supranuclear palsy,1
1734,C7014,DOID_11234,central cns immature neoplastic nervous process system teratoma,cellulitis orbital,0
1735,C61269,DOID_4556,cholesterol disease lipidosis niemann pick sphingomyelin syndrome,carcinoma cell large lung,0
1736,C5144,DOID_7521,adenomyoepithelioma benign breast neoplastic process,breast myoepitheliosis,0
1737,C27487,DOID_3927,lipomatosis neoplastic process steroid,lipomatosis pelvic,0
1738,C88413,DOID_10934,antisocial behavioral disorder dysfunction mental personality psychopathy sociopathy,disorder multiple personality,0
1739,C5832,DOID_8022,fibrosarcoma hepatic liver neoplastic process,liver fibrosarcoma,1
1740,C62798,DOID_12930,cardiomyopathy disease restrictive syndrome,cardiomyopathy dilate primary,0
1741,C3099,DOID_0050868,cancer carcinoma cell hcc hepatocellular hepatoma lihc liver malignant neoplastic primary process,adenoma hepatocellular,0
1742,C6022,DOID_5288,laryngeal larynx leiomyosarcoma neoplastic process,larynx leiomyosarcoma,1
1743,C4967,DOID_5604,acute adult leukemia lymphoblastic lymphocytic lymphogenous lymphoid neoplastic precursor process,adult acute lymphocytic leukemia,1
